content;content_language;content_ori;sentiment
"Heróis Imaginários, o trabalho notável do então Dan Harris de 24 anos, está marcado: ""As pessoas nunca são quem parecem ser"". Talvez isso seja sabiamente escolhido como um estratagema de marketing; no entanto, aluguei este filme apesar do slogan, e não por causa dele. E, estou feliz que eu fiz. Eu achei o movimento um exame perspicaz da tragédia. Eu pessoalmente achei que fosse um filme sobre como lidar com sonhos: particularmente aqueles que estão perdidos. No caso de um filho, ""perda"" requer um exame profundo do que ele teve e não teve em sua vida. No entanto, a tragédia central do filme, enquanto coloca questões atraentes em si, atua principalmente como pano de fundo contra o qual diferentes estilos de enfrentamento são colocados em relevo. Eu acredito que o filme indaga sobre uma questão importante: como lidamos com nossos sonhos, particularmente onde heróis se tornam imaginários?";pt-br;"Heróis Imaginários, o trabalho notável do então Dan Harris de 24 anos, está marcado: ""As pessoas nunca são quem parecem ser"". Talvez isso seja sabiamente escolhido como um estratagema de marketing; no entanto, aluguei este filme apesar do slogan, e não por causa dele. E, estou feliz que eu fiz. Eu achei o movimento um exame perspicaz da tragédia. Eu pessoalmente achei que fosse um filme sobre como lidar com sonhos: particularmente aqueles que estão perdidos. No caso de um filho, ""perda"" requer um exame profundo do que ele teve e não teve em sua vida. No entanto, a tragédia central do filme, enquanto coloca questões atraentes em si, atua principalmente como pano de fundo contra o qual diferentes estilos de enfrentamento são colocados em relevo. Eu acredito que o filme indaga sobre uma questão importante: como lidamos com nossos sonhos, particularmente onde heróis se tornam imaginários?";Positive
Isso poderia ter sido um bom filme biográfico, mas que bagunça! Eu tive esse filme quando era gerente de teatro. Quando eu coloquei o filme junto e assisti, achei que tinha algumas bobinas fora de ordem. Acontece que não, e se eu fizesse, ninguém teria notado. Eu não consegui descobrir o que está acontecendo! Todo mundo que saiu praticamente se sentiu da mesma maneira!;pt-br;Isso poderia ter sido um bom filme biográfico, mas que bagunça! Eu tive esse filme quando era gerente de teatro. Quando eu coloquei o filme junto e assisti, achei que tinha algumas bobinas fora de ordem. Acontece que não, e se eu fizesse, ninguém teria notado. Eu não consegui descobrir o que está acontecendo! Todo mundo que saiu praticamente se sentiu da mesma maneira!;Negative
"Olivier Assayas filma a Asia Argento como uma mulher que teve um relacionamento com Michael Madsen. Madsen é um homem de negócios que está com problemas financeiros. Em desespero, ele vai vender sua parte de um negócio para uma empresa chamada Golden Eagle, uma empresa do Extremo Oriente. Como Madsen começa seus movimentos longe de sua empresa Asia Argento retorna à sua vida. A dupla teve um caso de amor tórrido que incluiu ela fazendo favores de negócios para Madsen com o referido Golden Eagle. Assim que Argento entra no filme, o filme a segue, enquanto vemos a teia emaranhada tecida e como as complicações giram perigosamente e violentamente fora de controle. Eu não sou um fã. Na verdade, eu estava muito entediado, já que o filme parece ir de um lado para o outro durante a maior parte da primeira hora, durante a qual fiquei me perguntando qual era o ponto além de fornecer um papel importante para Argento. Argento, filha do diretor Dario Argento e diretora, é uma atriz única. Às vezes incrivelmente bom, ela é mais frequentemente, em seguida, não vai lhe dar uma interpretação peculiar de um ser humano danificado. Às vezes funciona e às vezes não funciona. Eu não acho que funciona completamente aqui principalmente porque o script é muito ""complicado"" para suportá-lo. Eu não me importava com o que estava acontecendo, então a garota ferida apenas me esfregou as maneiras erradas - ele parecia mais maluco do que qualquer outra coisa. Eu não estou culpando os atores, mas o escritor / diretor Assayas, que mais uma vez construiu um conto complicado com o tipo de peças que os atores adoram enfrentar, mas que deixam as platéias coçando suas cabeças porque elas realmente não funcionam. Se você deve tentar em cabo";pt-br;"Olivier Assayas filma a Asia Argento como uma mulher que teve um relacionamento com Michael Madsen. Madsen é um homem de negócios que está com problemas financeiros. Em desespero, ele vai vender sua parte de um negócio para uma empresa chamada Golden Eagle, uma empresa do Extremo Oriente. Como Madsen começa seus movimentos longe de sua empresa Asia Argento retorna à sua vida. A dupla teve um caso de amor tórrido que incluiu ela fazendo favores de negócios para Madsen com o referido Golden Eagle. Assim que Argento entra no filme, o filme a segue, enquanto vemos a teia emaranhada tecida e como as complicações giram perigosamente e violentamente fora de controle. Eu não sou um fã. Na verdade, eu estava muito entediado, já que o filme parece ir de um lado para o outro durante a maior parte da primeira hora, durante a qual fiquei me perguntando qual era o ponto além de fornecer um papel importante para Argento. Argento, filha do diretor Dario Argento e diretora, é uma atriz única. Às vezes incrivelmente bom, ela é mais frequentemente, em seguida, não vai lhe dar uma interpretação peculiar de um ser humano danificado. Às vezes funciona e às vezes não funciona. Eu não acho que funciona completamente aqui principalmente porque o script é muito ""complicado"" para suportá-lo. Eu não me importava com o que estava acontecendo, então a garota ferida apenas me esfregou as maneiras erradas - ele parecia mais maluco do que qualquer outra coisa. Eu não estou culpando os atores, mas o escritor / diretor Assayas, que mais uma vez construiu um conto complicado com o tipo de peças que os atores adoram enfrentar, mas que deixam as platéias coçando suas cabeças porque elas realmente não funcionam. Se você deve tentar em cabo";Negative
Este filme tem tudo a ver com sutileza e a dificuldade de navegar pelos limites sempre mutantes dos costumes, das relações raciais e do desejo. Concedido, não é um filme para todos. Não há perseguições de carro, nenhum prédio explodindo, nenhum assassinato. O drama está na tensão sugerida por olhares, gestos mínimos, limites espaciais, iluminação e coisas deixadas - às vezes de forma muito ostensiva - não ditas. É sobre identidade, memória, comunidade, pertencimento. As diferentes partes do filme trabalham juntas para reforçar o leitmotiv do eu e do outro, identidade, desejo, limites e perdas. Isso recompensará o espectador atento e sensível. Vai desagradar aqueles cujos paladares exigem ação explosiva, maciça e apimentada. É uma história humana lindamente filmada. Isso é tudo.;pt-br;Este filme tem tudo a ver com sutileza e a dificuldade de navegar pelos limites sempre mutantes dos costumes, das relações raciais e do desejo. Concedido, não é um filme para todos. Não há perseguições de carro, nenhum prédio explodindo, nenhum assassinato. O drama está na tensão sugerida por olhares, gestos mínimos, limites espaciais, iluminação e coisas deixadas - às vezes de forma muito ostensiva - não ditas. É sobre identidade, memória, comunidade, pertencimento. As diferentes partes do filme trabalham juntas para reforçar o leitmotiv do eu e do outro, identidade, desejo, limites e perdas. Isso recompensará o espectador atento e sensível. Vai desagradar aqueles cujos paladares exigem ação explosiva, maciça e apimentada. É uma história humana lindamente filmada. Isso é tudo.;Positive
Eu estava bastante perdido durante a maior parte deste filme, e sou eu quem normalmente entende os trabalhos de grandes nomes do cinema como David Lynch Twin Peaks: Fire Walk With Me e Darren Aronofsky Pi. Para não dizer que Northfork não faz sentido em algum nível, ele simplesmente não se combina para formar um filme totalmente coerente. À medida que o tempo passa assistindo ao filme, seus temas e intenções se tornam mais claros, mas durante a minha visualização inicial, fiquei realmente confuso, e acho que essa é a grande falha do filme ... sua falta de direção. O enredo se concentra na cidade de Northfork, Montana, no ano de 1955. A cidade foi esvaziada e em breve será inundada para dar lugar à criação de uma represa hidroelétrica. O maior problema é que nem todos os seus habitantes estão dispostos a ser evacuados e realocados. Um grupo de homens é contratado para coagir os moradores remanescentes para fora da cidade antes que eles se afoguem, e na maior parte eles conseguem em meio a algumas situações bastante estranhas e pessoas da cidade. Simultaneamente, o filme conta a história de Irwin, um menino muito doente ou ele é um anjo caído? cujos pais adotivos o devolveram, devido à sua doença, ao orfanato Northfork de onde eles o adotaram. O padre Harlan Nick Nolte cuida do Irwin moribundo, mas Irwin imagina ou ele? que um grupo de anjos incluindo Daryl Hannah e Anthony Edwards chegaram à cidade desolada e vazia à procura de um anjo caído. Irwin tem cicatrizes nas costas e na cabeça, e tenta convencer os anjos de que suas cicatrizes são onde os humanos amputaram suas asas e seu halo. Ah, sim, e durante tudo isso há um estranho animal andando sobre palafitas que percorre todo o cenário da paisagem. Há muitos outros pequenos eventos que acontecem no filme, mas nenhum deles acaba sendo muito mais do que uma intriga momentânea. Pode-se apreciar a qualidade artística do filme, é óbvio que os cineastas se importavam profundamente com este filme e sua rica cinematografia, mas o filme ainda se esforça demais para ser diferente e depois desiste e choraminga até o fim sem fazer muita declaração. Como escrevi anteriormente, fica claro, muito depois de ver, o que possivelmente ocorreu no filme. Irwin está morrendo, e assim é Northfork, e ao lidar com sua própria perda e morte, Irwin provavelmente criou personagens, a partir de idéias que ele recebe dos objetos que o cercam no orfanato, para consolá-lo quando ele é abandonado e sua vida se aproxima do fim. Mas, novamente, talvez ele seja mesmo um anjo, e ele tenha encontrado sua espécie e agora possa voltar para casa. Devo enfatizar que há alguns momentos verdadeiramente belos no filme, comoventes, vívidos e cheios de solidão e tristeza. Infelizmente, o filme como um todo acaba se sentindo desconectado e de alguma forma incompleto.;pt-br;Eu estava bastante perdido durante a maior parte deste filme, e sou eu quem normalmente entende os trabalhos de grandes nomes do cinema como David Lynch Twin Peaks: Fire Walk With Me e Darren Aronofsky Pi. Para não dizer que Northfork não faz sentido em algum nível, ele simplesmente não se combina para formar um filme totalmente coerente. À medida que o tempo passa assistindo ao filme, seus temas e intenções se tornam mais claros, mas durante a minha visualização inicial, fiquei realmente confuso, e acho que essa é a grande falha do filme ... sua falta de direção. O enredo se concentra na cidade de Northfork, Montana, no ano de 1955. A cidade foi esvaziada e em breve será inundada para dar lugar à criação de uma represa hidroelétrica. O maior problema é que nem todos os seus habitantes estão dispostos a ser evacuados e realocados. Um grupo de homens é contratado para coagir os moradores remanescentes para fora da cidade antes que eles se afoguem, e na maior parte eles conseguem em meio a algumas situações bastante estranhas e pessoas da cidade. Simultaneamente, o filme conta a história de Irwin, um menino muito doente ou ele é um anjo caído? cujos pais adotivos o devolveram, devido à sua doença, ao orfanato Northfork de onde eles o adotaram. O padre Harlan Nick Nolte cuida do Irwin moribundo, mas Irwin imagina ou ele? que um grupo de anjos incluindo Daryl Hannah e Anthony Edwards chegaram à cidade desolada e vazia à procura de um anjo caído. Irwin tem cicatrizes nas costas e na cabeça, e tenta convencer os anjos de que suas cicatrizes são onde os humanos amputaram suas asas e seu halo. Ah, sim, e durante tudo isso há um estranho animal andando sobre palafitas que percorre todo o cenário da paisagem. Há muitos outros pequenos eventos que acontecem no filme, mas nenhum deles acaba sendo muito mais do que uma intriga momentânea. Pode-se apreciar a qualidade artística do filme, é óbvio que os cineastas se importavam profundamente com este filme e sua rica cinematografia, mas o filme ainda se esforça demais para ser diferente e depois desiste e choraminga até o fim sem fazer muita declaração. Como escrevi anteriormente, fica claro, muito depois de ver, o que possivelmente ocorreu no filme. Irwin está morrendo, e assim é Northfork, e ao lidar com sua própria perda e morte, Irwin provavelmente criou personagens, a partir de idéias que ele recebe dos objetos que o cercam no orfanato, para consolá-lo quando ele é abandonado e sua vida se aproxima do fim. Mas, novamente, talvez ele seja mesmo um anjo, e ele tenha encontrado sua espécie e agora possa voltar para casa. Devo enfatizar que há alguns momentos verdadeiramente belos no filme, comoventes, vívidos e cheios de solidão e tristeza. Infelizmente, o filme como um todo acaba se sentindo desconectado e de alguma forma incompleto.;Negative
"Documentário cintilante sobre como um pequeno grupo de jovens idealistas usou a música, a arte e a dança para unificar e curar a comunidade de Vigário Geral, um dos bairros mais violentos do bairro favela do Rio significa oferecer aos jovens, em Português uma alternativa positiva ao mundo letal dos traficantes de drogas. Em sua estréia no cinema, Zimbalist e Mochary criaram um filme que é de tirar o fôlego porque funciona em muitos níveis diferentes. Como documento social, fornece os fatos que precisamos saber para ter um contexto para entender o significado da história particular contada aqui. A história em si é bem desenvolvida, com um forte arco narrativo e, por medida adicional, é gravada com grande expectativa. Theres um protagonista central carismático, prendendo, Anderson Sa: ele é um líder natural esclarecido, articulado, corajoso, evoluído espiritualmente, um artista talentoso, um visionário que anda a sua palestra. Também muita música e dança para entreter. Há cabeças falantes? principalmente Sa e seu associado mais próximo, José Junior - mas eles são apresentados com brilho cinemático imaginativo. A edição mistura bem filmagens de temas diferentes, pontuados apenas ocasionalmente por alguns textos estáticos cheios de fatos. O ritmo é tão animado quanto a música. Muito se consegue em 78 minutos. O Grupo Afro Reggae, o clube social do bairro que Anderson, Júnior e alguns outros formaram em 1993, usam a música e a dança como armas para enfrentar os chefões do tráfico e a polícia dúbia. Eles ensinam habilidades de percussão para qualquer criança que queira participar de uma aula, junto com dança, artes marciais, um jornal comunitário. O único requisito para as crianças pertencerem é não fumar, não beber, sem drogas. Há um tecido espiritual de venda suave e sutil que atravessa o movimento, vagamente baseado no Deus hindu Shiva, o destruidor de velhos hábitos. Jeff Zimbalist, que também era o diretor de fotografia e o editor, é um estudante de Cultura e Mídia Moderna da Brown. Universidade. Ele poliu suas habilidades editando documentários de longa-metragem para a PBS e outros, e leciona cinema na New York Film Academy e em outros lugares. Matt Mochary, como Andrew Jarecki ""Capturando os Friedmans"" fez alguns anos atrás, recentemente chegou a filmar do mundo dos negócios. Zimbalist e Mochary juntos ganharam o prêmio de melhor novo cineasta no TribBeCa Film Festival 2005, e ""Favela Rising"" foi empatado para o melhor filme do ano em premiações feitas em 2005 pela International Documentary Association. Eu poderia ir para páginas sobre Afro Reggae, Sa e este filme. Uma ideia muito melhor é simplesmente para você ir ver! Minha nota: A 10/10";pt-br;"Documentário cintilante sobre como um pequeno grupo de jovens idealistas usou a música, a arte e a dança para unificar e curar a comunidade de Vigário Geral, um dos bairros mais violentos do bairro favela do Rio significa oferecer aos jovens, em Português uma alternativa positiva ao mundo letal dos traficantes de drogas. Em sua estréia no cinema, Zimbalist e Mochary criaram um filme que é de tirar o fôlego porque funciona em muitos níveis diferentes. Como documento social, fornece os fatos que precisamos saber para ter um contexto para entender o significado da história particular contada aqui. A história em si é bem desenvolvida, com um forte arco narrativo e, por medida adicional, é gravada com grande expectativa. Theres um protagonista central carismático, prendendo, Anderson Sa: ele é um líder natural esclarecido, articulado, corajoso, evoluído espiritualmente, um artista talentoso, um visionário que anda a sua palestra. Também muita música e dança para entreter. Há cabeças falantes? principalmente Sa e seu associado mais próximo, José Junior - mas eles são apresentados com brilho cinemático imaginativo. A edição mistura bem filmagens de temas diferentes, pontuados apenas ocasionalmente por alguns textos estáticos cheios de fatos. O ritmo é tão animado quanto a música. Muito se consegue em 78 minutos. O Grupo Afro Reggae, o clube social do bairro que Anderson, Júnior e alguns outros formaram em 1993, usam a música e a dança como armas para enfrentar os chefões do tráfico e a polícia dúbia. Eles ensinam habilidades de percussão para qualquer criança que queira participar de uma aula, junto com dança, artes marciais, um jornal comunitário. O único requisito para as crianças pertencerem é não fumar, não beber, sem drogas. Há um tecido espiritual de venda suave e sutil que atravessa o movimento, vagamente baseado no Deus hindu Shiva, o destruidor de velhos hábitos. Jeff Zimbalist, que também era o diretor de fotografia e o editor, é um estudante de Cultura e Mídia Moderna da Brown. Universidade. Ele poliu suas habilidades editando documentários de longa-metragem para a PBS e outros, e leciona cinema na New York Film Academy e em outros lugares. Matt Mochary, como Andrew Jarecki ""Capturando os Friedmans"" fez alguns anos atrás, recentemente chegou a filmar do mundo dos negócios. Zimbalist e Mochary juntos ganharam o prêmio de melhor novo cineasta no TribBeCa Film Festival 2005, e ""Favela Rising"" foi empatado para o melhor filme do ano em premiações feitas em 2005 pela International Documentary Association. Eu poderia ir para páginas sobre Afro Reggae, Sa e este filme. Uma ideia muito melhor é simplesmente para você ir ver! Minha nota: A 10/10";Positive
"Enquanto a premissa do filme é bastante coxa Ollie é diagnosticado com ""hornophobia"", o filme é um pequeno filme agradável e agradável. É também um pouco melhor do que os filmes que eles fizeram depois desta - provavelmente desde que este foi o último filme produzido por Hal Roach, Laurel e Hardy. Na verdade, não seria uma má idéia não ver nenhum dos seus últimos filmes, pois toda a química se perde nesses filmes e os garotos interpretam suas partes puramente pelo patético - algo que os filmes de Laurel e Hardy nunca fariam. Eles tinham uma certa vantagem que todos os filmes posteriores não tinham. Stan e Ollie trabalham em uma fábrica de chifres. Isso parece muito engraçado, mas não é. Não surpreendentemente com toda a raquete, Ollie está prestes a ter um colapso nervoso e deve levar algum tempo fora do trabalho. O médico James Finlayson - em seu último filme com a equipe recomenda uma viagem oceânica. No entanto, eles não gostam de vela e Stan tem uma idéia de apenas alugar um barco amarrado ao cais - então eles podem obter todo o ar do mar que eles querem, sem todo o incômodo! Uma vez que estão no barco, um perigoso criminoso escapou do barco e todos eles acidentalmente partiram para o mar. Felizmente, esta parte do filme realmente foi bem ritmada e o final funcionou muito bem. Apesar de não ser um grande longa-metragem de Laurel e Hardy, foi muito melhor do que muitos deles, já que não tinha números musicais irritantes e perturbadores. como no IRMÃO DOS DIABOS ou BABES EM TOYLAND. Além disso, ainda há uma quantidade decente de comédia física - algo que você não veria quase nada depois desse filme. Parte disso deveu-se ao fato de os garotos estarem diminuindo a saúde e Ollies aumentando a circunferência e parte disso foi devido à insipidez geral desses filmes posteriores.";pt-br;"Enquanto a premissa do filme é bastante coxa Ollie é diagnosticado com ""hornophobia"", o filme é um pequeno filme agradável e agradável. É também um pouco melhor do que os filmes que eles fizeram depois desta - provavelmente desde que este foi o último filme produzido por Hal Roach, Laurel e Hardy. Na verdade, não seria uma má idéia não ver nenhum dos seus últimos filmes, pois toda a química se perde nesses filmes e os garotos interpretam suas partes puramente pelo patético - algo que os filmes de Laurel e Hardy nunca fariam. Eles tinham uma certa vantagem que todos os filmes posteriores não tinham. Stan e Ollie trabalham em uma fábrica de chifres. Isso parece muito engraçado, mas não é. Não surpreendentemente com toda a raquete, Ollie está prestes a ter um colapso nervoso e deve levar algum tempo fora do trabalho. O médico James Finlayson - em seu último filme com a equipe recomenda uma viagem oceânica. No entanto, eles não gostam de vela e Stan tem uma idéia de apenas alugar um barco amarrado ao cais - então eles podem obter todo o ar do mar que eles querem, sem todo o incômodo! Uma vez que estão no barco, um perigoso criminoso escapou do barco e todos eles acidentalmente partiram para o mar. Felizmente, esta parte do filme realmente foi bem ritmada e o final funcionou muito bem. Apesar de não ser um grande longa-metragem de Laurel e Hardy, foi muito melhor do que muitos deles, já que não tinha números musicais irritantes e perturbadores. como no IRMÃO DOS DIABOS ou BABES EM TOYLAND. Além disso, ainda há uma quantidade decente de comédia física - algo que você não veria quase nada depois desse filme. Parte disso deveu-se ao fato de os garotos estarem diminuindo a saúde e Ollies aumentando a circunferência e parte disso foi devido à insipidez geral desses filmes posteriores.";Positive
Outro trabalho detalhado sobre o assunto, conduzido pelo dr. Dwivedi, nos leva de volta no tempo ao Panjab pré-programado. O Dr. Dwivedi escolheu um assunto difícil para sua estréia no cinema. Ele trabalhou em todos os detalhes meticulosos para dar vida à história. O tratamento do assunto é muito delicado. Mesmo que não tenhamos visitado a região durante esse tempo, os cenários e figurinos parecem reais. Ao contrário da maioria dos filmes feitos em partições, este não se concentra nos detalhes sangrentos da violência para atrair audiência, mas em seus efeitos posteriores. Os personagens ganham vida. Priyanshu Chatterjee deu um desempenho impressionante. Manoj Bajpai agiu com o coração mostrando a situação de um homem cheio de culpa. O resto do elenco também fez um bom trabalho.;pt-br;Outro trabalho detalhado sobre o assunto, conduzido pelo dr. Dwivedi, nos leva de volta no tempo ao Panjab pré-programado. O Dr. Dwivedi escolheu um assunto difícil para sua estréia no cinema. Ele trabalhou em todos os detalhes meticulosos para dar vida à história. O tratamento do assunto é muito delicado. Mesmo que não tenhamos visitado a região durante esse tempo, os cenários e figurinos parecem reais. Ao contrário da maioria dos filmes feitos em partições, este não se concentra nos detalhes sangrentos da violência para atrair audiência, mas em seus efeitos posteriores. Os personagens ganham vida. Priyanshu Chatterjee deu um desempenho impressionante. Manoj Bajpai agiu com o coração mostrando a situação de um homem cheio de culpa. O resto do elenco também fez um bom trabalho.;Positive
"""Entrails of a Beauty"" apresenta uma gangue de garotos da Yakuza estuprando uma mulher e eles a drogam, e mais tarde ela morre e retorna como este grande monstro viscoso com um enorme pênis que tem dentes afiados e também uma grande vagina desleixada. filme, mas não muito bom.A nesga não vem até os últimos 20 minutos e a maior parte do filme é um sexo soft core padrão com muito estupro.Vale a pena conferir, infelizmente fortemente censurado oticamente e nem de longe tão divertido quanto ""Entrails of uma virgem "".";pt-br;"""Entrails of a Beauty"" apresenta uma gangue de garotos da Yakuza estuprando uma mulher e eles a drogam, e mais tarde ela morre e retorna como este grande monstro viscoso com um enorme pênis que tem dentes afiados e também uma grande vagina desleixada. filme, mas não muito bom.A nesga não vem até os últimos 20 minutos e a maior parte do filme é um sexo soft core padrão com muito estupro.Vale a pena conferir, infelizmente fortemente censurado oticamente e nem de longe tão divertido quanto ""Entrails of uma virgem "".";Positive
"Ao assistir A Bugs Life pela primeira vez em muito tempo, eu não pude deixar de ver as comparações com os últimos anos Happy Feet. No que diz respeito ao enredo principal, eles são muito semelhantes, um pária fazendo o que pode para se encaixar enquanto também tenta ser especial. Isso mostra como o filme poderia ter sido melhor sem a conclusão da diatribe liberal. Muitas pessoas discordam de mim quando digo que realmente gosto do esforço do segundo ano da Pixars. Claro que não consegue capturar o esplendor de Toy Story, nem a animação fora deste mundo. No entanto, a história é de alto nível e os personagens são maravilhosos para passar o tempo. Com muitas risadas e um centro moral para começar, eu podia assistir a isso tanto quanto os estúdios de outros clássicos. Há muita coisa sobre encontrar força de dentro para conquistar todas as probabilidades aqui. Entre a nossa liderança, Flick, precisando manter sua auto-estima para salvar sua colônia, a colônia precisando abrir os olhos para uma nova maneira de viver para o futuro, e os insetos do circo descobrindo que eles são mais do que apenas loucos por sideshow, evolui para um melhor bug até o final da história. Até mesmo o vilão Hopper é totalmente carnal e ameaçador pelas razões certas. Ele não está fazendo isso para ser malvado, mas em vez disso entende o fato de que as formigas superam a de 100 para 1. Ele precisa que elas o temam para não ter que se preocupar com elas descobrindo a verdade. É muito mais um círculo da vida, mas não aquele que não pode evoluir com a idade. Ao pensar sobre a animação, é realmente muito bom. Comparado com Antz, o filme rival da época, isso é muito mais realista e menos caricatural. A água é bem processada, assim como a folhagem. Você não precisa olhar muito mais longe do que os olhos das formigas para ver quanto detalhe entrou na produção. Os reflexos e a umidade, apesar do exterior liso, mostram o realismo. Todos os bugs são finamente trabalhados também. As moscas na cidade e a mistura maluca de criaturas recrutadas para salvar as formigas nunca são esquecidas, seja para um papel pequeno ou para um mais expandido. É também na cidade que vemos a obra nos ambientes. Enquanto Ant Island é bom, é apenas o ar livre. Bug City contém muito lixo duplicando como prédios e clubes. É uma grande demonstração de humor e inventividade para ver o que os animadores usavam para tudo. Das bandejas de cubos de gelo como estandes de circo, a caixa de biscoitos de animais como vagão de circo completa com guia nutricional completo do lado e uma compilação maluca de caixas para criar uma Times Square de outdoors e fachadas, tudo é feito da maneira correta. Do humor, você tem que creditar o talento de atuação para uma entrega maravilhosa e inspirar as escolhas de papéis. Ninguém poderia fazer uma joaninha macho melhor do que Dennis Leary com sua sagacidade amarga. Eu te desafio a pensar em alguém melhor. Nossas pistas são ótimas também com Dave Foley como Flick e Julia Louis-Dreyfus como Princesa Atta, assim como o sempre fantástico Kevin Spacey como Hopper. Spacey não apenas rouba muitas cenas do filme, mas também ocupa o centro dos erros durante os créditos. Sim, A Bugs Life foi o criador das capturas animadas da Pixar, uma tradição que continuou. Com muitas piadas de insultos espalhafatosas, você também tem que dar suporte ao enorme elenco de apoio. Cheio de ""aqueles caras atores"", são pessoas como Richard Kind, Brad Garrett e o falecido Joe Ranft como Heimlich, o verme que dá mais gargalhadas. Em geral, pode ser a história mais simples apresentada pela Pixar, Foi dito de uma forma ou de outra inúmeras vezes ao longo dos anos, mas é inspirado o suficiente e fresco o suficiente para proporcionar uma experiência agradável. Há momentos alegres, momentos tristes e até cenas de suspense repletas de ação, com pássaros entrando para se divertirem. Completo com alguns dos meus personagens favoritos da Pixar, Tuck and Roll, não há muito mal que eu possa pensar em dizer sobre isso.";pt-br;"Ao assistir A Bugs Life pela primeira vez em muito tempo, eu não pude deixar de ver as comparações com os últimos anos Happy Feet. No que diz respeito ao enredo principal, eles são muito semelhantes, um pária fazendo o que pode para se encaixar enquanto também tenta ser especial. Isso mostra como o filme poderia ter sido melhor sem a conclusão da diatribe liberal. Muitas pessoas discordam de mim quando digo que realmente gosto do esforço do segundo ano da Pixars. Claro que não consegue capturar o esplendor de Toy Story, nem a animação fora deste mundo. No entanto, a história é de alto nível e os personagens são maravilhosos para passar o tempo. Com muitas risadas e um centro moral para começar, eu podia assistir a isso tanto quanto os estúdios de outros clássicos. Há muita coisa sobre encontrar força de dentro para conquistar todas as probabilidades aqui. Entre a nossa liderança, Flick, precisando manter sua auto-estima para salvar sua colônia, a colônia precisando abrir os olhos para uma nova maneira de viver para o futuro, e os insetos do circo descobrindo que eles são mais do que apenas loucos por sideshow, evolui para um melhor bug até o final da história. Até mesmo o vilão Hopper é totalmente carnal e ameaçador pelas razões certas. Ele não está fazendo isso para ser malvado, mas em vez disso entende o fato de que as formigas superam a de 100 para 1. Ele precisa que elas o temam para não ter que se preocupar com elas descobrindo a verdade. É muito mais um círculo da vida, mas não aquele que não pode evoluir com a idade. Ao pensar sobre a animação, é realmente muito bom. Comparado com Antz, o filme rival da época, isso é muito mais realista e menos caricatural. A água é bem processada, assim como a folhagem. Você não precisa olhar muito mais longe do que os olhos das formigas para ver quanto detalhe entrou na produção. Os reflexos e a umidade, apesar do exterior liso, mostram o realismo. Todos os bugs são finamente trabalhados também. As moscas na cidade e a mistura maluca de criaturas recrutadas para salvar as formigas nunca são esquecidas, seja para um papel pequeno ou para um mais expandido. É também na cidade que vemos a obra nos ambientes. Enquanto Ant Island é bom, é apenas o ar livre. Bug City contém muito lixo duplicando como prédios e clubes. É uma grande demonstração de humor e inventividade para ver o que os animadores usavam para tudo. Das bandejas de cubos de gelo como estandes de circo, a caixa de biscoitos de animais como vagão de circo completa com guia nutricional completo do lado e uma compilação maluca de caixas para criar uma Times Square de outdoors e fachadas, tudo é feito da maneira correta. Do humor, você tem que creditar o talento de atuação para uma entrega maravilhosa e inspirar as escolhas de papéis. Ninguém poderia fazer uma joaninha macho melhor do que Dennis Leary com sua sagacidade amarga. Eu te desafio a pensar em alguém melhor. Nossas pistas são ótimas também com Dave Foley como Flick e Julia Louis-Dreyfus como Princesa Atta, assim como o sempre fantástico Kevin Spacey como Hopper. Spacey não apenas rouba muitas cenas do filme, mas também ocupa o centro dos erros durante os créditos. Sim, A Bugs Life foi o criador das capturas animadas da Pixar, uma tradição que continuou. Com muitas piadas de insultos espalhafatosas, você também tem que dar suporte ao enorme elenco de apoio. Cheio de ""aqueles caras atores"", são pessoas como Richard Kind, Brad Garrett e o falecido Joe Ranft como Heimlich, o verme que dá mais gargalhadas. Em geral, pode ser a história mais simples apresentada pela Pixar, Foi dito de uma forma ou de outra inúmeras vezes ao longo dos anos, mas é inspirado o suficiente e fresco o suficiente para proporcionar uma experiência agradável. Há momentos alegres, momentos tristes e até cenas de suspense repletas de ação, com pássaros entrando para se divertirem. Completo com alguns dos meus personagens favoritos da Pixar, Tuck and Roll, não há muito mal que eu possa pensar em dizer sobre isso.";Positive
